TARIFF ODK VARNAME;expr;WHO ID;Tariff Question;WHO 2014 Question;Note
adultModule-adult1-adult_1_1m;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3A210');id3A210;COPD;Was there any diagnosis by a physician or health worker of Chronic Obstructive Pulmonary Disease (COPD)?;Mapping of values was required.
adultModule-adult1-adult_1_1n;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3A110');id3A110;AIDS;Was there any diagnosis by a physician or health worker of HIV/AIDS?;Mapping of values was required.
adultModule-adult_2_a;;;Symptom Checklist Section;;This is a note.
adultModule-adult2-qillduration-adult_2_1;;;For how long was ${gen_5_0} ill before s/he died?;;Will map to yearMonthDayHourNoAnswer value 4 (for days) since that is the value available in WHO instrument.
adultModule-adult2-qillduration-adult_2_1a;;WHO_MAPPING_UNAVAILABLE;Number of years;;No appropriate WHO mapping found.
adultModule-adult2-qillduration-adult_2_1b;id3A301;id3A301;Number of months;For how many months was (s)he ill before (s)he died?;Found mapping in updated WHO Instrument Feb 2016
adultModule-adult2-qillduration-adult_2_1c;id3A300;id3A300;Number of days;For how many days was (s)he ill before (s)he died?;
adultModule-adult2-qillduration-adult_2_1d;;WHO_MAPPING_UNAVAILABLE;Number of hours;;No appropriate WHO mapping found.
adultModule-adult2-adult_2_2;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B100');id3B100;Did ${gen_5_0} have a fever?;Did (s)he have a fever?;Mapping of values was required.
adultModule-adult2-adult_2_3;;;2.3: How many days did the fever last?;How many days did the fever last?;Set value to 4 for days
adultModule-adult2-adult_2_3a;id3B110;id3B110;"2.3a: Number of days</label>
          <hint>Enter 99 if unknown";How many days did the fever last?;
adultModule-adult2-adult_2_4;mapCode(c('mild','moderate','severe'),c(1,2,3),'id3B115');id3B115;2.4: How severe was the fever?;How severe was the fever?;Mapping of values was required.
adultModule-adult2-adult_2_5;mapCode(c('continuous','on_and_off','nightly','DK','Ref'),c(1,2,3,9,8),'id3B117');id3B117;2.5: What was the pattern of fever?;What was the pattern of the fever?;Mapping found in updated WHO Instrument Feb 2016
adultModule-adult2-adult_2_6;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B120');id3B120;"2.6: Did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have sweating with the fever?";;No appropriate WHO mapping found. Set value to 9 (DK)
adultModule-adult2-adult_2_7;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B560');id3B560;Did ${gen_5_0} have a rash?;During the illness that led to death, did (s)he have any skin rash?;Mapping of values was required.
adultModule-adult2-adult_2_8;;;How many days did ${gen_5_0} have the rash?;;4 = days
adultModule-adult2-adult_2_8a;id3B570;id3B570;Number of days;For how many days did (s)he have the skin rash?;
adultModule-adult2-adult_2_9;mapCode(c('face','trunk_or_abdomen','extremities','everywhere'),c(1,2,3,4),'id3B575');id3B575;Where was the rash located?;Where was the rash?;Mapping of values was required.
adultModule-adult2-adult_2_9a;;WHO_MAPPING_UNAVAILABLE;Where was the rash located? [other location, specified];;No appropriate WHO mapping found.
adultModule-adult2-adult_2_10;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B535');id3B535;Did ${gen_5_0} have sores?;Did (s)he have sores?;Mapping of values was required.
adultModule-adult2-adult_2_11;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B537');id3B537;Did the sores have clear fluid or pus?;Did the sores have clear fluid or pus?;Mapping of values was required.
adultModule-adult2-adult_2_12;;WHO_MAPPING_UNAVAILABLE;"2.12: Did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have itching of skin?";;No appropriate WHO mapping found. Set value to 9 (DK)
adultModule-adult2-adult_2_13;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B542');id3B542;Did ${gen_5_0} have an ulcer (pit) on the foot?;Did (s)he have an ulcer (pit) on the foot?;Mapping of values was required.
adultModule-adult2-adult_2_14;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B544');id3B544;Did the ulcer ooze pus?;Did the ulcer ooze pus?;Mapping of values was required.
adultModule-adult2-adult_2_15;;;For how many days did the ulcer ooze pus?;;4 = days
adultModule-adult2-adult_2_15a;id3B546;id3B546;For how many days did the ulcer ooze pus? [specify units];For how many days did the ulcer ooze pus?;
adultModule-adult2-adult_2_16;;WHO_MAPPING_UNAVAILABLE;"2.16: Did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> experience 'pins and needles' in their feet?";;
adultModule-adult2-adult_2_17;;WHO_MAPPING_UNAVAILABLE;"2.17: Did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have blue lips?";;
adultModule-adult2-adult_2_18;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B610');id3B610;"2.18: Had <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> lost weight in the three months prior to death?";;No appropriate WHO mapping found. Set value to 9 (DK)
adultModule-adult2-adult_2_19;mapCode(c('yes','no','ref','dk'),c(3,1,8,9),'id3B620');id3B620;2.19: How substantial was the loss of weight?;;
adultModule-adult2-adult_2_20;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B770');id3B770;"2.20: Did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> look pale?";Did (s)he look pale (thinning/lack of blood) or have pale palms  eyes or nail beds?;Mapping of values was required.
adultModule-adult2-adult_2_21;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B750');id3B750;Did ${gen_5_0} have yellow discoloration of the eyes?;Did (s)he have yellow discoloration of the eyes?;Mapping of values was required.
adultModule-adult2-adult_2_22;;;For how long did ${gen_5_0} have the yellow discoloration?;;2 = month, 4 = days
adultModule-adult2-adult_2_22a;id3B755;id3B755;Number of days;For how many days did (s)he have the yellow discoloration?;
adultModule-adult2-adult_2_22b;;;Number of months;For how many days did (s)he have the yellow discoloration?;
adultModule-adult2-adult_2_23;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B656');id3B656;"2.23: Did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have ankle swelling?";During the illness that led to death, did (s)he have swollen legs or feet?;No appropriate WHO mapping found. Set value to 9 (DK)
adultModule-adult2-adult_2_24;;;"2.24: For how long did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have ankle swelling?";;
adultModule-adult2-adult_2_24a;id3B658;id3B658;"2.24a: Number of days</label>
          <hint>Enter 99 if unknown";;
adultModule-adult2-adult_2_24b;;WHO_MAPPING_UNAVAILABLE;"2.24b: Number of months</label>
          <hint>Enter 99 if unknown";;
adultModule-adult2-adult_2_25;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B650');id3B650;Did ${gen_5_0} have puffiness of the face?;Did (s)he have puffiness of the face?;Mapping of values was required.
adultModule-adult2-adult_2_26;;;For how long did ${gen_5_0} have puffiness of the face?;;2 = month, 4 = days
adultModule-adult2-adult_2_26a;id3B652;id3B652;Number of days;For how many days did (s)he have puffiness of the face?;
adultModule-adult2-adult_2_26b;;WHO_MAPPING_UNAVAILABLE;Number of months;;
adultModule-adult2-adult_2_27;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B665');id3B665;Did ${gen_5_0} have general puffiness all over his/her body?;Did (s)he have general puffiness all over hi(s)her body?;Mapping of values was required.
adultModule-adult2-adult_2_28;;WHO_MAPPING_UNAVAILABLE;"2.28: For how long did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have puffiness all over his/her body?";;4 = days
adultModule-adult2-adult_2_28a;;WHO_MAPPING_UNAVAILABLE;"2.28a: Number of days</label>
          <hint>Enter 99 if unknown";;
adultModule-adult2-adult_2_28b;;WHO_MAPPING_UNAVAILABLE;"2.28b: Number of months</label>
          <hint>Enter 99 if unknown";;No appropriate WHO mapping found.
adultModule-adult2-adult_2_29;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B690');id3B690;Did ${gen_5_0} have a lump in the neck?;Did (s)he have any lumps on the neck?;Mapping of values was required.
adultModule-adult2-adult_2_30;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B700');id3B700;Did ${gen_5_0} have a lump in the armpit?;Did (s)he have any lumps on the armpit?;Mapping of values was required.
adultModule-adult2-adult_2_31;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B710');id3B710;Did ${gen_5_0} have a lump in the groin?;Did (s)he have any lumps on the groin?;Mapping of values was required.
adultModule-adult2-adult_2_32;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B130');id3B130;Did ${gen_5_0} have a cough?;Did (s)he have a cough?;Mapping of values was required.
adultModule-adult2-adult_2_33;;;For how long did ${gen_5_0} have a cough?;;2 = month, 4 = days
adultModule-adult2-adult_2_33a;id3B140;id3B140;Number of days;For how many days did (s)he have a cough?;
adultModule-adult2-adult_2_33b;;WHO_MAPPING_UNAVAILABLE;Number of months;;No appropriate WHO mapping found.
adultModule-adult2-adult_2_34;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B150');id3B150;Did the cough produce sputum?;Was the cough productive, with sputum?;Mapping of values was required.
adultModule-adult2-adult_2_35;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B160');id3B160;Did ${gen_5_0} cough blood?;Did (s)he cough up blood?;Mapping of values was required.
adultModule-adult2-adult_2_36;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B180');id3B180;Did ${gen_5_0} have difficulty breathing?;Did (s)he have any breathing difficulty?;Mapping of values was required.
adultModule-adult2-adult_2_37;;;"2.37: For how long did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have difficulty breathing? [Specify units]";;4 = days
adultModule-adult2-adult_2_37a;id3B244;id3B244;"2.37a: Number of days</label>
          <hint>Enter 99 if unknown";For how many days did the difficulty breathing last?;
adultModule-adult2-adult_2_37b;;WHO_MAPPING_UNAVAILABLE;"2.37b: Number of months</label>
          <hint>Enter 99 if unknown";;No appropriate WHO mapping found.
adultModule-adult2-adult_2_38;mapCode(c('continuous','on_and_off'),c(1,2),'id3B246');id3B246;Was the difficulty continuous or on and off?;Was the difficulty continuous or on and off?;Mapping of values was required.
adultModule-adult2-adult_2_39;;WHO_MAPPING_UNAVAILABLE;2.39: In what position did the difficulty get worse? (Read each choice in sequence);;No appropriate WHO mapping found.
adultModule-adult2-adult_2_40;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B190');id3B190;"2.40: Did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have fast breathing?";During the illness that led to death  did (s)he have fast breathing?;Mapping of values was required.
adultModule-adult2-adult_2_41;;;"2.41: For how long did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have fast breathing?";;4 = days
adultModule-adult2-adult_2_41a;id3B200;id3B200;"2.41a: Number of days</label>
          <hint>Enter 99 if unknown";;
adultModule-adult2-adult_2_41b;;WHO_MAPPING_UNAVAILABLE;"2.41b: Number of months</label>
          <hint>Enter 99 if unknown";;No appropriate WHO mapping found.
adultModule-adult2-adult_2_42;if (multipleSelectContains('wheezing',id3B260)) {1} else {0};id3B260;"2.42: Did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> wheeze?";During the illness that led to death did his/her breathing sound like any of the following:;No appropriate WHO mapping found.
adultModule-adult2-adult_2_43;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B270');id3B270;Did ${gen_5_0} experience pain in the chest in the month preceding death?;Did (s)he have severe chest pain?;Mapping of values was required.
adultModule-adult2-adult_2_44;;id3B274;How long did the pain last?;How many minutes did the pain last?;Needs thresholding. 1 = Less than 30 minutes, 2 = 30 minutes to 24 hours, 3 = More than 24 hours
adultModule-adult2-adult_2_45;;WHO_MAPPING_UNAVAILABLE;2.45: Was the pain during physical activity?;;No appropriate WHO mapping found. Set to 9 (DK)
adultModule-adult2-adult_2_46;;WHO_MAPPING_UNAVAILABLE;2.46: Where was the pain located? (Read each choice in sequence);;No appropriate WHO mapping found. Set to 9 (DK)
adultModule-adult2-adult_2_46a;;WHO_MAPPING_UNAVAILABLE;2.46a: Where was the pain located? [other, specified];;
adultModule-adult2-adult_2_47;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B280');id3B280;Did ${gen_5_0} have more frequent loose or liquid stools than usual?;Did (s)he have diarrhoea?;Mapping of values was required.
adultModule-adult2-adult_2_48;;;"2.48: For how long before death did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have loose or liquid stools?";How many days before death did the frequent loose or liquid stools start?;4 = days
adultModule-adult2-adult_2_48a;id3B294;id3B294;"2.48a: Number of days</label>
          <hint>Enter 99 if unknown";How many days before death did the frequent loose or liquid stools start?;
adultModule-adult2-adult_2_49;;WHO_MAPPING_UNAVAILABLE;"2.49: Did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have a change in bowel habits?";;No appropriate WHO mapping found. Set to 9 (DK)
adultModule-adult2-adult_2_50;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B300');id3B300;Was there blood in the stool?;At any time during the final illness was there blood in the stools?;Mapping of values was required.
adultModule-adult2-adult_2_51;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B305');id3B305;Was there blood in the stool up until death?;Was there blood in the stool up until death?;Mapping of values was required.
adultModule-adult2-adult_2_52;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B500');id3B500;Did ${gen_5_0} stop urinating?;Did (s)he pass no urine at all?;Mapping of values was required.
adultModule-adult2-adult_2_53;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B310');id3B310;Did ${gen_5_0} vomit in the week preceding the death?;Did (s)he vomit?;Mapping of values was required.
adultModule-adult2-adult_2_54;;id3B315;"2.54: For how long before death did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> vomit?";For how many days before death did (s)he vomit?;4 = days
adultModule-adult2-adult_2_54a;;WHO_MAPPING_UNAVAILABLE;"2.54a: Number of hours</label>
          <hint>Enter 99 if unknown";;No appropriate WHO mapping found.
adultModule-adult2-adult_2_54b;id3B315;id3B315;"2.54b: Number of days</label>
          <hint>Enter 99 if unknown";;
adultModule-adult2-adult_2_55;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B320');id3B320;Was there blood in the vomit?;Did (s)he vomit blood?;Mapping of values was required.
adultModule-adult2-adult_2_56;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B325');id3B325;Was the vomit black?;Was the vomit black?;Mapping of values was required.
adultModule-adult2-adult_2_57;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B732');id3B732;Did ${gen_5_0} have difficulty swallowing?;Did (s)he have difficulty swallowing?;Mapping of values was required.
adultModule-adult2-adult_2_58;;;For how long before death did ${gen_5_0} have difficulty swallowing?;;2 = month, 4 = days
adultModule-adult2-adult_2_58a;id3B734;id3B734;Number of days;For how many days before death did (s)he have difficulty swallowing?;
adultModule-adult2-adult_2_58b;;WHO_MAPPING_UNAVAILABLE;Number of months;For how many days before death did (s)he have difficulty swallowing?;No appropriate WHO mapping found.
adultModule-adult2-adult_2_59;mapCode(c('solids','liquids','both'),c(1,2,3),'id3B740');id3B740;Was the difficulty with swallowing with solids, liquids, or both?;Was the difficulty with swallowing with solids, liquids, or both?;Mapping of values was required.
adultModule-adult2-adult_2_60;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B745');id3B745;Did ${gen_5_0} have pain upon swallowing?;Did (s)he have pain upon swallowing?;Mapping of values was required.
adultModule-adult2-adult_2_61;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B340');id3B340;Did ${gen_5_0} have belly pain?;Did (s)he have any abdominal problem?;Mapped to severe abdominal pain.
adultModule-adult2-adult_2_62;;;For how long before death did ${gen_5_0} have belly pain?;For how many days before death did (s)he have abdominal pain?;2 = month, 4 = days, 5 = hours
adultModule-adult2-adult_2_62a;;WHO_MAPPING_UNAVAILABLE;Number of hours;For how many days before death did (s)he have severe abdominal pain?;No appropriate WHO mapping found.
adultModule-adult2-adult_2_62b;id3B350;id3B350;Number of days;For how many days before death did (s)he have severe abdominal pain?;Mapping found in updated WHO Instrument Feb 2016
adultModule-adult2-adult_2_62c;;WHO_MAPPING_UNAVAILABLE;Number of months;For how many days before death did (s)he have severe abdominal pain?;No appropriate WHO mapping found.
adultModule-adult2-adult_2_63;mapCode(c('upper_abdomen','lower_abdomen'),c(1,2),'id3B355');id3B355;Was the pain in the upper or lower belly?;Was the pain in the upper or lower abdomen?;Mapping of values was required. In WHO 
adultModule-adult2-adult_2_64;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B360');id3B360;Did ${gen_5_0} have a more than usual protruding belly?;Did (s)he have a more than usually protruding abdomen?;Mapping of values was required.
adultModule-adult2-adult_2_65;;;"2.65: For how long before death did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have a protruding belly? [Specify units]";;2 = month, 4 = days
adultModule-adult2-adult_2_65a;id3B370;id3B370;"2.65a: Number of days</label>
          <hint>Enter 99 if unknown";;
adultModule-adult2-adult_2_65b;;WHO_MAPPING_UNAVAILABLE;"2.65b: Number of months</label>
          <hint>Enter 99 if unknown";;No appropriate WHO mapping found.
adultModule-adult2-adult_2_66;mapCode(c('rapidly','slowly'),c(1,2),'id3B375');id3B375;How rapidly did ${gen_5_0} develop the protruding belly?;How rapidly did (s)he develop the protruding abdomen?;Mapping of values was required.
adultModule-adult2-adult_2_67;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B380');id3B380;Did ${gen_5_0} have any mass in the belly?;Did (s)he have any mass in the abdomen?;Mapping of values was required.
adultModule-adult2-adult_2_68;;;For how long before death did ${gen_5_0} have a mass in the belly [Specify units];;2 = month, 4 = days
adultModule-adult2-adult_2_68a;id3B390;id3B390;Number of days;For how many days before death did (s)he have a mass in the abdomen?;
adultModule-adult2-adult_2_68b;;WHO_MAPPING_UNAVAILABLE;Number of months;For how many days before death did (s)he have a mass in the abdomen?;No appropriate WHO mapping found.
adultModule-adult2-adult_2_69;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B400');id3B400;"2.69: Did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have headaches?";Did (s)he have a severe headache?;Mapped to severe headache
adultModule-adult2-adult_2_70;;;"2.70: For how long before death did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have headaches? [Specify units]";;No appropriate WHO mapping found. Days=4,Hours=5,Ref=8,DK=9, Setting to 9.
adultModule-adult2-adult_2_70a;;WHO_MAPPING_UNAVAILABLE;"2.70a: Number of hours</label>
          <hint>Enter 99 if unknown";;No appropriate WHO mapping found.
adultModule-adult2-adult_2_70b;;WHO_MAPPING_UNAVAILABLE;"2.70b: Number of days</label>
          <hint>Enter 99 if unknown";;No appropriate WHO mapping found.
adultModule-adult2-adult_2_71;;WHO_MAPPING_UNAVAILABLE;2.71: Was the onset of the headache fast or slow?;;No appropriate WHO mapping found. Fast=1,Slow=2,Ref=8,DK=9, Setting to 9.
adultModule-adult2-adult_2_72;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B405');id3B405;Did ${gen_5_0} have a stiff neck?;Did (s)he have a stiff neck during illness that led to death?;Mapping of values was required.
adultModule-adult2-adult_2_73;;;For how long before death did ${gen_5_0} have stiff neck? ;;2 = month, 4 = days. Set to 4
adultModule-adult2-adult_2_73a;id3B407;id3B407;Number of days;For how many days before death did (s)he have stiff neck?;
adultModule-adult2-adult_2_73b;;WHO_MAPPING_UNAVAILABLE;Number of months;For how many days before death did (s)he have stiff neck?;No appropriate WHO mapping found. 
adultModule-adult2-adult_2_74;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B440');id3B440;Did ${gen_5_0} experience a period of loss of consciousness?;Was (s)he unconscious for more than 24 hours before death?;Mapped to entry id3B440
adultModule-adult2-adult_2_75;mapCode(c('yes','no'),c(1,2),'id3B450');id3B450;Did the period of loss of consciousness start suddenly or slowly?;Did the unconsciousness start suddenly, quickly (at least within a single day)?;Mapping of values was required.1 = suddenly, 2 = slowly
adultModule-adult2-adult_2_76;;id3B445;2.76: For how long did the period of loss of consciousness last?;How many hours before death did unconsciousness start?;No appropriate WHO mapping found. id3B445 is asking for hours. 2 = Month, 4 = Days, Ref=8, DK=9. Setting to 9.
adultModule-adult2-adult_2_76a;;WHO_MAPPING_UNAVAILABLE;"2.76a: Number of days</label>
          <hint>Enter 99 if unknown";;No appropriate WHO mapping found. 
adultModule-adult2-adult_2_76b;;WHO_MAPPING_UNAVAILABLE;"2.76b: Number of months</label>
          <hint>Enter 99 if unknown";;No appropriate WHO mapping found. 
adultModule-adult2-adult_2_77;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B455');id3B455;Did it continue until death?;Did the unconsciousness continue until death?;Mapping of values was required.
adultModule-adult2-adult_2_78;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B420');id3B420;"2.78: Did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> experience a period of confusion at any time in the three months prior to death?";Did (s)he have mental confusion?;Mapped to id3B420
adultModule-adult2-adult_2_79;;id3B430;2.79: For how long did the period of confusion last?;For how many months did (s)he have mental confusion?;2=Month,4=Days
adultModule-adult2-adult_2_79a;;WHO_MAPPING_UNAVAILABLE;"2.79a: Number of days</label>
          <hint>Enter 99 if unknown";;
adultModule-adult2-adult_2_79b;id3B430;id3B430;"2.79b: Number of months</label>
          <hint>Enter 99 if unknown";For how many months did (s)he have mental confusion?;
adultModule-adult2-adult_2_80;;WHO_MAPPING_UNAVAILABLE;2.80: Did the period of confusion start suddenly or slowly?;;No appropriate WHO mapping found. Suddenly=1, Slowly=2, Ref=8, DK=9. Set to 9.
adultModule-adult2-adult_2_81;;WHO_MAPPING_UNAVAILABLE;"2.81: Did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> experience memory loss at any time in the three months prior to death?";;No appropriate WHO mapping found. Suddenly=1, Slowly=2, Ref=8, DK=9. Set to 9.
adultModule-adult2-adult_2_82;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B460');id3B460;Did ${gen_5_0} have convulsions?;Did (s)he have convulsions?;Mapping of values was required.
adultModule-adult2-adult_2_83;;;For how long before death did the convulsions last?;;6=Minutes,5=Hours
adultModule-adult2-adult_2_83a;id3B470;id3B470;Number of minutes;For how many minutes did the convulsions last?;
adultModule-adult2-adult_2_83b;;WHO_MAPPING_UNAVAILABLE;Number of hours;;No appropriate WHO mapping found.
adultModule-adult2-adult_2_84;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B480');id3B480;Did the person become unconscious immediately after the convulsions?;Did (s)he become unconscious immediately after the convulsion?;Mapping of values was required.
adultModule-adult2-adult_2_85;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B724');id3B724;Was ${gen_5_0} in any way paralyzed?;Was (s)he in any way paralysed?;Mapping of values was required.
adultModule-adult2-adult_2_86;;WHO_MAPPING_UNAVAILABLE;"2.86: For how long before death did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have paralysis? [Specify units]";;No appropriate WHO mapping found. Set to 9 for DK.
adultModule-adult2-adult_2_86a;;WHO_MAPPING_UNAVAILABLE;"2.86a: Number of days</label>
          <hint>Enter 99 if unknown";;No appropriate WHO mapping found. 
adultModule-adult2-adult_2_86b;;WHO_MAPPING_UNAVAILABLE;"2.86b: Number of months</label>
          <hint>Enter 99 if unknown";;No appropriate WHO mapping found. 
adultModule-adult2-adult_2_86c;;WHO_MAPPING_UNAVAILABLE;"2.86c: Number of years</label>
          <hint>Enter 99 if unknow";;No appropriate WHO mapping found. 
adultModule-adult2-adult_2_87;mapMultiCode(c('right_side','left_side','lower_part_of_body','upper_part_of_body','one_leg_only','one_arm_only','whole_body','other'),c(1,2,3,4,5,6,7,11),'id3B731');id3B731;Which were the limbs or body parts paralyzed? (Read through the list in sequence and MARK ALL THAT APPLY);Which were the limbs or body parts paralysed?;Mapping of values was required.
adultModule-adult2-adult_2_87a;;WHO_MAPPING_UNAVAILABLE;Paralyzed other (specify);;No appropriate mapping found
adultModule-adult_3_a;;;Questions for Women Section;;This is a note.
adultModule-adult3-adult_3_1;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B720');id3B720;Did ${gen_5_0} have any swelling or lump in the breast?;Did she have any swelling or lump in the breast?;Mapping of values was required.
adultModule-adult3-adult_3_2;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B722');id3B722;Did ${gen_5_0} have any ulcers (pits) in the breast?;Did she have any ulcers (pits) in the breast?;Mapping of values was required.
adultModule-adult3-adult_3_3;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B810');id3B810;Had ${gen_5_0}'s periods stopped naturally because of menopause?;Did her menstrual period stop naturally because of menopause?;Mapping of values was required.
adultModule-adult3-adult_3_4;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B820');id3B820;Did ${gen_5_0} have vaginal bleeding after cessation of menstruation? (post menopausal);Did she have vaginal bleeding after cessation of menstruation?;Mapping of values was required.
adultModule-adult3-adult_3_5;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B800');id3B800;Did ${gen_5_0} have vaginal bleeding other than her period? (intermenstrual);Did she have excessive vaginal bleeding in between menstrual periods?;Mapped to id3B800
adultModule-adult3-adult_3_6;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B830');id3B830;Was there excessive vaginal bleeding in the week prior to death?;Was there excessive vaginal bleeding in the week prior to death?;Mapping of values was required.
adultModule-adult3-adult_3_7;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B840');id3B840;At the time of death was her period overdue?;At the time of death was her period overdue?;Mapping of values was required.
adultModule-adult3-qperiodoverdueatdeath-adult_3_8;;WHO_MAPPING_UNAVAILABLE;For how many weeks was her period overdue?;For how many weeks had her period been overdue?;3=weeks. Set to 3.
adultModule-adult3-qperiodoverdueatdeath-adult_3_8a;id3B850;id3B850;Number of weeks;For how many weeks had her period been overdue?;
adultModule-adult3-adult_3_9;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3C105');id3C105;Did ${gen_5_0} have a sharp pain in the belly shortly before death?;Did she have a sharp pain in her abdomen shortly before death?;Mapping of values was required.
adultModule-adult3-adult_3_10;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3C110');id3C110;Was ${gen_5_0} pregnant at the time of death?;Was she pregnant at the time of death?;Mapping of values was required.
adultModule-adult3-qpregnant-adult_3_11;;WHO_MAPPING_UNAVAILABLE;For how many months was she pregnant?;;2=month
adultModule-adult3-qpregnant-adult_3_11a;id3C125;id3C125;Number of months;For how many months was she pregnant?;
adultModule-adult3-adult_3_12;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3C393');id3C393;Did ${gen_5_0} die during an abortion?;Did she die during an abortion?;Mapping of values was required.
